,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,gold_labels,G_DA_rep_init,G_DA_greet,G_DA_conf,G_DA_receipt,G_DA_disconf,G_DA_closer,G_DA_comp_check,G_DA_hold,G_DA_partial_req,G_DA_detail_req,G_DA_grant,G_DA_answer,DA_rep_init,DA_greet,DA_conf,DA_receipt,DA_disconf,DA_closer,DA_comp_check,DA_hold,DA_partial_req,DA_detail_req,DA_grant,DA_answer,all_DA
226679,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,5,A,"I will check the dramas currently playing for you. This will just be a second. The drama that are currently playing are King Arthur Legend Of The Sword and the Fate of the Furious. Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword. Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne. When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown. Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City.","[{'start_index': 17, 'end_index': 23, 'text': 'dramas', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 83, 'end_index': 88, 'text': 'drama', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 120, 'end_index': 151, 'text': 'King Arthur Legend Of The Sword', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 156, 'end_index': 179, 'text': 'the Fate of the Furious', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 201, 'end_index': 212, 'text': 'Guy Ritchie', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 258, 'end_index': 274, 'text': 'action adventure', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 275, 'end_index': 307, 'text': 'King Arthur: Legend of the Sword', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 318, 'end_index': 332, 'text': 'Charlie Hunnam', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 424, 'end_index': 432, 'text': ""Arthur's"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 488, 'end_index': 496, 'text': ""Arthur's"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 517, 'end_index': 526, 'text': 'Vortigern', 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 528, 'end_index': 536, 'text': 'Jude Law', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 539, 'end_index': 553, 'text': ""Arthur's uncle"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 633, 'end_index': 639, 'text': 'Arthur', 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 0, 'end_index': 692, 'text': ""I will check the dramas currently playing for you. This will just be a second. The drama that are currently playing are King Arthur Legend Of The Sword and the Fate of the Furious. Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword. Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne. When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown. Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City"", 'annotations': [{'name': 'movie_search.synopsis'}]}]",Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword.,grant,,,,,,,,,,,grant,,,greeting,,,,,,,,,,,['greeting']
226680,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,5,A,"I will check the dramas currently playing for you. This will just be a second. The drama that are currently playing are King Arthur Legend Of The Sword and the Fate of the Furious. Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword. Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne. When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown. Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City.","[{'start_index': 17, 'end_index': 23, 'text': 'dramas', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 83, 'end_index': 88, 'text': 'drama', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 120, 'end_index': 151, 'text': 'King Arthur Legend Of The Sword', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 156, 'end_index': 179, 'text': 'the Fate of the Furious', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 201, 'end_index': 212, 'text': 'Guy Ritchie', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 258, 'end_index': 274, 'text': 'action adventure', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 275, 'end_index': 307, 'text': 'King Arthur: Legend of the Sword', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 318, 'end_index': 332, 'text': 'Charlie Hunnam', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 424, 'end_index': 432, 'text': ""Arthur's"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 488, 'end_index': 496, 'text': ""Arthur's"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 517, 'end_index': 526, 'text': 'Vortigern', 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 528, 'end_index': 536, 'text': 'Jude Law', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 539, 'end_index': 553, 'text': ""Arthur's uncle"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 633, 'end_index': 639, 'text': 'Arthur', 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 0, 'end_index': 692, 'text': ""I will check the dramas currently playing for you. This will just be a second. The drama that are currently playing are King Arthur Legend Of The Sword and the Fate of the Furious. Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword. Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne. When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown. Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City"", 'annotations': [{'name': 'movie_search.synopsis'}]}]","Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne.",grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
226681,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,5,A,"I will check the dramas currently playing for you. This will just be a second. The drama that are currently playing are King Arthur Legend Of The Sword and the Fate of the Furious. Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword. Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne. When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown. Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City.","[{'start_index': 17, 'end_index': 23, 'text': 'dramas', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 83, 'end_index': 88, 'text': 'drama', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 120, 'end_index': 151, 'text': 'King Arthur Legend Of The Sword', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 156, 'end_index': 179, 'text': 'the Fate of the Furious', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 201, 'end_index': 212, 'text': 'Guy Ritchie', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 258, 'end_index': 274, 'text': 'action adventure', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 275, 'end_index': 307, 'text': 'King Arthur: Legend of the Sword', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 318, 'end_index': 332, 'text': 'Charlie Hunnam', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 424, 'end_index': 432, 'text': ""Arthur's"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 488, 'end_index': 496, 'text': ""Arthur's"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 517, 'end_index': 526, 'text': 'Vortigern', 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 528, 'end_index': 536, 'text': 'Jude Law', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 539, 'end_index': 553, 'text': ""Arthur's uncle"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 633, 'end_index': 639, 'text': 'Arthur', 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 0, 'end_index': 692, 'text': ""I will check the dramas currently playing for you. This will just be a second. The drama that are currently playing are King Arthur Legend Of The Sword and the Fate of the Furious. Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword. Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne. When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown. Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City"", 'annotations': [{'name': 'movie_search.synopsis'}]}]","When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown.",grant,,,,,,,,,,,grant,,,greeting,,,,,,,,,,,['greeting']
226682,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,5,A,"I will check the dramas currently playing for you. This will just be a second. The drama that are currently playing are King Arthur Legend Of The Sword and the Fate of the Furious. Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword. Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne. When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown. Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City.","[{'start_index': 17, 'end_index': 23, 'text': 'dramas', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 83, 'end_index': 88, 'text': 'drama', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 120, 'end_index': 151, 'text': 'King Arthur Legend Of The Sword', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 156, 'end_index': 179, 'text': 'the Fate of the Furious', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 201, 'end_index': 212, 'text': 'Guy Ritchie', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 258, 'end_index': 274, 'text': 'action adventure', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 275, 'end_index': 307, 'text': 'King Arthur: Legend of the Sword', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 318, 'end_index': 332, 'text': 'Charlie Hunnam', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 424, 'end_index': 432, 'text': ""Arthur's"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 488, 'end_index': 496, 'text': ""Arthur's"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 517, 'end_index': 526, 'text': 'Vortigern', 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 528, 'end_index': 536, 'text': 'Jude Law', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 539, 'end_index': 553, 'text': ""Arthur's uncle"", 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 633, 'end_index': 639, 'text': 'Arthur', 'annotations': [{'name': 'movie_search.character'}]}, {'start_index': 0, 'end_index': 692, 'text': ""I will check the dramas currently playing for you. This will just be a second. The drama that are currently playing are King Arthur Legend Of The Sword and the Fate of the Furious. Acclaimed filmmaker Guy Ritchie brings his dynamic style to the epic fantasy action adventure King Arthur: Legend of the Sword. Starring Charlie Hunnam in the title role, The film is an iconoclastic take on the classic Excalibur myth, Tracing Arthur's journey from the streets to the throne. When the child Arthur's father is murdered, Vortigern (Jude Law), Arthur's uncle, seizes the crown. Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City"", 'annotations': [{'name': 'movie_search.synopsis'}]}]","Robbed of his birth right and with no idea who he truly is, Arthur comes up the hard way in the back alleys of the City.",grant,,,,,,,,,,,grant,,,greeting,,,disconfirmation,,,,,,,,"['greeting', 'disconfirmation']"
226683,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,6,U,That sounds pretty good. Is there any 7:00 showings or later?,"[{'start_index': 38, 'end_index': 42, 'text': '7:00', 'annotations': [{'name': 'movie_search.time.start'}]}]",That sounds pretty good.,confirmation,,,confirmation,,,,,,,,,,,,,,,,,,,,,,[]
226684,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,6,U,That sounds pretty good. Is there any 7:00 showings or later?,"[{'start_index': 38, 'end_index': 42, 'text': '7:00', 'annotations': [{'name': 'movie_search.time.start'}]}]",Is there any 7:00 showings or later?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
226685,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,7,A,"I found a movie playing near you at 7:05, Tonight.","[{'start_index': 36, 'end_index': 40, 'text': '7:05', 'annotations': [{'name': 'movie_search.time.start'}]}]","I found a movie playing near you at 7:05, Tonight.",grant,,,,,,,,,,,grant,,,,,,,,,,,,grant,,['grant']
226686,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,8,U,"Okay, That sounds great. Did you get me the address and the theater?",,"Okay, That sounds great.","confirmation, answer",,,confirmation,,,,,,,,,answer,,,confirmation,,,sequence_closer,,,,,,,"['confirmation', 'sequence_closer']"
226687,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,8,U,"Okay, That sounds great. Did you get me the address and the theater?",,Did you get me the address and the theater?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
226688,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,9,A,"Metropolitan Camino Real Cinemas. 7040 Marketplace Drive Goleta CA, 93117 (877)789-6684.","[{'start_index': 0, 'end_index': 32, 'text': 'Metropolitan Camino Real Cinemas', 'annotations': [{'name': 'movie_search.name.theater'}]}, {'start_index': 34, 'end_index': 73, 'text': '7040 Marketplace Drive Goleta CA, 93117', 'annotations': [{'name': 'movie_search.location.theater'}]}]",Metropolitan Camino Real Cinemas.,grant,,,,,,,,,,,grant,,,,,,,,,,,,grant,,['grant']
226689,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,9,A,"Metropolitan Camino Real Cinemas. 7040 Marketplace Drive Goleta CA, 93117 (877)789-6684.","[{'start_index': 0, 'end_index': 32, 'text': 'Metropolitan Camino Real Cinemas', 'annotations': [{'name': 'movie_search.name.theater'}]}, {'start_index': 34, 'end_index': 73, 'text': '7040 Marketplace Drive Goleta CA, 93117', 'annotations': [{'name': 'movie_search.location.theater'}]}]","7040 Marketplace Drive Goleta CA, 93117 (877)789-6684.",grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
226690,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,10,U,"Okay, Could you send that to me? And, I think that's all I need.",,"Okay, Could you send that to me?","confirmation, partial_request",,,confirmation,,,,,,partial_request,,,,,,confirmation,,,,,,partial_request,,,,"['confirmation', 'partial_request']"
226691,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,10,U,"Okay, Could you send that to me? And, I think that's all I need.",,"And, I think that's all I need.",sequence_closer,,,,,,sequence_closer,,,,,,,,greeting,,,,sequence_closer,,,,,,,"['greeting', 'sequence_closer']"
226692,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,11,A,Yes of course. Enjoy your show.,,Yes of course.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
226693,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,11,A,Yes of course. Enjoy your show.,,Enjoy your show.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
226694,movies,dlg-a2324966-af98-42c4-a00e-4e4890c29d01,movie-10,12,U,Thank you.,,Thank you.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
243747,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,0,A,"Hello, How can I help you?",,"Hello, How can I help you?",greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
243748,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,1,U,I want to go to the movies.,,I want to go to the movies.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,answer,['answer']
243749,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,2,A,What genre are you looking for?,,What genre are you looking for?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
243750,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,3,U,Can you tell me what I've seen before?,,Can you tell me what I've seen before?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,answer,"['partial_request', 'answer']"
243751,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,4,A,"No, I do not know what you have seen before.",,"No, I do not know what you have seen before.",disconfirmation,,,,,disconfirmation,,,,,,,,,,,,,,,,,,grant,,['grant']
243752,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,5,U,Fine. I like action thrillers and thrillers with drama.,"[{'start_index': 13, 'end_index': 29, 'text': 'action thrillers', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 34, 'end_index': 54, 'text': 'thrillers with drama', 'annotations': [{'name': 'movie_search.genre'}]}]",Fine.,confirmation,,,confirmation,,,,,,,,,,,,,,,,,,,,,,[]
243753,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,5,U,Fine. I like action thrillers and thrillers with drama.,"[{'start_index': 13, 'end_index': 29, 'text': 'action thrillers', 'annotations': [{'name': 'movie_search.genre'}]}, {'start_index': 34, 'end_index': 54, 'text': 'thrillers with drama', 'annotations': [{'name': 'movie_search.genre'}]}]",I like action thrillers and thrillers with drama.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
243754,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,6,A,Any particular actor or actress in this movie?,,Any particular actor or actress in this movie?,detail_request,,,,,,,,,,detail_request,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
243755,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,7,U,No.,,No.,disconfirmation,,,,,disconfirmation,,,,,,,,,,,,,,,,,,,answer,['answer']
243756,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,8,A,What movie service were you looking to watch this film?,,What movie service were you looking to watch this film?,detail_request,,,,,,,,,,detail_request,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
243757,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,9,U,I want to go to the theater.,,I want to go to the theater.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
243758,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,10,A,One moment.,,One moment.,hold_request,,,,,,,,hold_request,,,,,,,,,,,,,,,,,[]
243759,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,11,A,"One moment, How about the movie 24 hours to Live or Geostorm?","[{'start_index': 52, 'end_index': 60, 'text': 'Geostorm', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 32, 'end_index': 48, 'text': '24 hours to Live', 'annotations': [{'name': 'movie_search.name.movie'}]}]","One moment, How about the movie 24 hours to Live or Geostorm?","hold_request, detail_request",,,,,,,,hold_request,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
243760,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,12,U,"Yes, Geostorm.","[{'start_index': 5, 'end_index': 13, 'text': 'Geostorm', 'annotations': [{'name': 'movie_search.name.movie'}]}]","Yes, Geostorm.",confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,answer,"['confirmation', 'answer']"
243761,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,13,A,Which one?,,Which one?,repair_initiator,repair_initiator,,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
243762,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,14,A,Which one? Would you like to see a trailer of that movie?,,Which one?,repair_initiator,repair_initiator,,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
243763,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,14,A,Which one? Would you like to see a trailer of that movie?,,Would you like to see a trailer of that movie?,detail_request,,,,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
243764,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,15,U,"No, Thanks. I just need the theater location and time.",,"No, Thanks.",disconfirmation,,,,,disconfirmation,,,,,,,,,,,,,sequence_closer,,,,,,answer,"['sequence_closer', 'answer']"
243765,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,15,U,"No, Thanks. I just need the theater location and time.",,I just need the theater location and time.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
243766,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,16,A,I will provide you all the information via email.,,I will provide you all the information via email.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
243767,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,17,U,Thank you.,,Thank you.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
243768,movies,dlg-dbceeba5-a9d9-48a2-b0c7-82007f7b739b,movie-6,18,A,You're all set.,,You're all set.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,,,,,,,,[]
245711,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,0,U,Hello.,,Hello.,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,,,,['greeting']
245712,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,1,A,Hello. How can I help you?,,Hello.,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,,,,['greeting']
245713,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,1,A,Hello. How can I help you?,,How can I help you?,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
245714,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,2,U,Today I need help finding a movie to go and see in a theater. I'm looking for a drama movie.,"[{'start_index': 80, 'end_index': 85, 'text': 'drama', 'annotations': [{'name': 'movie_search.genre'}]}]",Today I need help finding a movie to go and see in a theater.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,answer,['answer']
245715,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,2,U,Today I need help finding a movie to go and see in a theater. I'm looking for a drama movie.,"[{'start_index': 80, 'end_index': 85, 'text': 'drama', 'annotations': [{'name': 'movie_search.genre'}]}]",I'm looking for a drama movie.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
245716,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,3,A,"Okay, perfect there are few dramas right now, where is your location?","[{'start_index': 28, 'end_index': 34, 'text': 'dramas', 'annotations': [{'name': 'movie_search.genre'}]}]","Okay, perfect there are few dramas right now, where is your location?","confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,,confirmation,,,sequence_closer,,,,detail_request,,,"['confirmation', 'sequence_closer', 'detail_request']"
245717,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,4,U,"My location is in Santa Barbara, California.","[{'start_index': 18, 'end_index': 43, 'text': 'Santa Barbara, California', 'annotations': [{'name': 'movie_search.location.theater'}]}]","My location is in Santa Barbara, California.",answer,,,,,,,,,,,,answer,,,,,,,,,,,,answer,['answer']
245718,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,5,A,"Okay, perfect here are some movies, which are Baahubali 2: The Conclusion and another is The Circle.","[{'start_index': 46, 'end_index': 73, 'text': 'Baahubali 2: The Conclusion', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 89, 'end_index': 99, 'text': 'The Circle', 'annotations': [{'name': 'movie_search.name.movie'}]}]","Okay, perfect here are some movies, which are Baahubali 2: The Conclusion and another is The Circle.","confirmation, grant",,,confirmation,,,,,,,,grant,,,greeting,confirmation,,,sequence_closer,,,,,,,"['greeting', 'confirmation', 'sequence_closer']"
245719,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,6,U,So I heard a little bit about The Circle. Who are the actors in the circle?,"[{'start_index': 30, 'end_index': 40, 'text': 'The Circle', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 64, 'end_index': 74, 'text': 'the circle', 'annotations': [{'name': 'movie_search.name.movie'}]}]",So I heard a little bit about The Circle.,confirmation,,,confirmation,,,,,,,,,,,,,,,,,,,,,,[]
245720,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,6,U,So I heard a little bit about The Circle. Who are the actors in the circle?,"[{'start_index': 30, 'end_index': 40, 'text': 'The Circle', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 64, 'end_index': 74, 'text': 'the circle', 'annotations': [{'name': 'movie_search.name.movie'}]}]",Who are the actors in the circle?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
245721,movies,dlg-e2affe71-cbfd-4152-8af8-410342909dbf,movie-10,7,A,"Yeah that's Circle has 5.2 stars out of 10 and the actors in it are Emma Watson, Tom Hanks, John Boyega, Ellar Coltrane.","[{'start_index': 12, 'end_index': 18, 'text': 'Circle', 'annotations': [{'name': 'movie_search.name.movie'}]}, {'start_index': 23, 'end_index': 42, 'text': '5.2 stars out of 10', 'annotations': [{'name': 'movie_search.movie_rating'}]}, {'start_index': 68, 'end_index': 79, 'text': 'Emma Watson', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 81, 'end_index': 90, 'text': 'Tom Hanks', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 92, 'end_index': 103, 'text': 'John Boyega', 'annotations': [{'name': 'movie_search.real_person'}]}, {'start_index': 105, 'end_index': 119, 'text': 'Ellar Coltrane', 'annotations': [{'name': 'movie_search.real_person'}]}]","Yeah that's Circle has 5.2 stars out of 10 and the actors in it are Emma Watson, Tom Hanks, John Boyega, Ellar Coltrane.","confirmation, grant",,,confirmation,,,,,,,,grant,,,,confirmation,,,,,,,,grant,,"['confirmation', 'grant']"
