,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,Gold labels,DA_indicators_sent,DA_rep_init,DA_rep,DA_greet,DA_req_sum,DA_conf,DA_receipt,DA_disconf,DA_inquiry,DA_closer,all_DA
9077,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,3,USER,"Hi, I'm planning a trip from San Francisco to London, and I'm leaving this coming Sunday and I'd like to depart. Sunday evening and flying back 5 days later in the evening. Can you help me book a flight?","[{'start_index': 29, 'end_index': 42, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 46, 'end_index': 52, 'text': 'London', 'annotations': [{'name': 'flight_search.destination1'}]}, {'start_index': 70, 'end_index': 88, 'text': 'this coming Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 113, 'end_index': 119, 'text': 'Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 120, 'end_index': 127, 'text': 'evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 139, 'end_index': 150, 'text': 'back 5 days', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 157, 'end_index': 171, 'text': 'in the evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}]","Hi, I'm planning a trip from San Francisco to London, and I'm leaving this coming Sunday and I'd like to depart.",,greeting,,,greeting,,,,,,,['greeting']
9078,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,3,USER,"Hi, I'm planning a trip from San Francisco to London, and I'm leaving this coming Sunday and I'd like to depart. Sunday evening and flying back 5 days later in the evening. Can you help me book a flight?","[{'start_index': 29, 'end_index': 42, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 46, 'end_index': 52, 'text': 'London', 'annotations': [{'name': 'flight_search.destination1'}]}, {'start_index': 70, 'end_index': 88, 'text': 'this coming Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 113, 'end_index': 119, 'text': 'Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 120, 'end_index': 127, 'text': 'evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 139, 'end_index': 150, 'text': 'back 5 days', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 157, 'end_index': 171, 'text': 'in the evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}]",Sunday evening and flying back 5 days later in the evening.,,x,,,,,,,,,,[]
9079,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,3,USER,"Hi, I'm planning a trip from San Francisco to London, and I'm leaving this coming Sunday and I'd like to depart. Sunday evening and flying back 5 days later in the evening. Can you help me book a flight?","[{'start_index': 29, 'end_index': 42, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 46, 'end_index': 52, 'text': 'London', 'annotations': [{'name': 'flight_search.destination1'}]}, {'start_index': 70, 'end_index': 88, 'text': 'this coming Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 113, 'end_index': 119, 'text': 'Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 120, 'end_index': 127, 'text': 'evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 139, 'end_index': 150, 'text': 'back 5 days', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 157, 'end_index': 171, 'text': 'in the evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}]",Can you help me book a flight?,,x,,,,,,,,inquiry,,['inquiry']
9080,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,4,ASSISTANT,Sure what class would you like to fly,,Sure what class would you like to fly,,repair_initiator,repair_initiator,,,,confirmation,,,,,"['repair_initiator', 'confirmation']"
9081,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,5,USER,"Well, You know what? I also want to go economical. So, Coach will be fine. I'm looking for the cheapest option.","[{'start_index': 39, 'end_index': 49, 'text': 'economical', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 55, 'end_index': 60, 'text': 'Coach', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 91, 'end_index': 110, 'text': 'the cheapest option', 'annotations': [{'name': 'flight_search.price_range'}]}]","Well, You know what?",,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
9082,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,5,USER,"Well, You know what? I also want to go economical. So, Coach will be fine. I'm looking for the cheapest option.","[{'start_index': 39, 'end_index': 49, 'text': 'economical', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 55, 'end_index': 60, 'text': 'Coach', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 91, 'end_index': 110, 'text': 'the cheapest option', 'annotations': [{'name': 'flight_search.price_range'}]}]",I also want to go economical.,,x,,,,,,,,,,[]
9083,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,5,USER,"Well, You know what? I also want to go economical. So, Coach will be fine. I'm looking for the cheapest option.","[{'start_index': 39, 'end_index': 49, 'text': 'economical', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 55, 'end_index': 60, 'text': 'Coach', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 91, 'end_index': 110, 'text': 'the cheapest option', 'annotations': [{'name': 'flight_search.price_range'}]}]","So, Coach will be fine.",,x,,,,,,,,,,[]
9084,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,5,USER,"Well, You know what? I also want to go economical. So, Coach will be fine. I'm looking for the cheapest option.","[{'start_index': 39, 'end_index': 49, 'text': 'economical', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 55, 'end_index': 60, 'text': 'Coach', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 91, 'end_index': 110, 'text': 'the cheapest option', 'annotations': [{'name': 'flight_search.price_range'}]}]",I'm looking for the cheapest option.,,x,,,,,,,,,,[]
9085,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,6,ASSISTANT,The cheapest flight is 702$ leaving at 11:30 AM nonstop.,"[{'start_index': 0, 'end_index': 19, 'text': 'The cheapest flight', 'annotations': [{'name': 'flight_search.price_range'}]}, {'start_index': 23, 'end_index': 27, 'text': '702$', 'annotations': [{'name': 'flight1_detail.fare'}]}, {'start_index': 39, 'end_index': 47, 'text': '11:30 AM', 'annotations': [{'name': 'flight1_detail.from.time'}]}, {'start_index': 48, 'end_index': 55, 'text': 'nonstop', 'annotations': [{'name': 'flight1_detail.stops'}]}]",The cheapest flight is 702$ leaving at 11:30 AM nonstop.,,x,,,,,,,,,,[]
9086,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,7,USER,Is there something after 5:00 p.m.?,"[{'start_index': 25, 'end_index': 34, 'text': '5:00 p.m.', 'annotations': [{'name': 'flight_search.time_of_day'}]}]",Is there something after 5:00 p.m.?,,greeting,,,greeting,,,,,inquiry,,"['greeting', 'inquiry']"
9087,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,8,USER,"Is there something after 5:00 p.m?So, My two preferences would be leaving late afternoon or evening.","[{'start_index': 25, 'end_index': 33, 'text': '5:00 p.m', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 79, 'end_index': 88, 'text': 'afternoon', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 92, 'end_index': 99, 'text': 'evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}]","Is there something after 5:00 p.m?So, My two preferences would be leaving late afternoon or evening.",,greeting,,,greeting,,,,,inquiry,,"['greeting', 'inquiry']"
9088,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,9,ASSISTANT,After 5 pm it will cost 1239$.,"[{'start_index': 0, 'end_index': 10, 'text': 'After 5 pm', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 24, 'end_index': 29, 'text': '1239$', 'annotations': [{'name': 'flight2_detail.fare'}]}]",After 5 pm it will cost 1239$.,,x,,,,,,,,,,[]
9089,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,10,USER,"That'll be fine. One other preference, I'd like to get an Aisle seat.","[{'start_index': 58, 'end_index': 68, 'text': 'Aisle seat', 'annotations': [{'name': 'flight2_detail.seat_location'}]}]",That'll be fine.,,x,,,,,,,,,,[]
9090,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,10,USER,"That'll be fine. One other preference, I'd like to get an Aisle seat.","[{'start_index': 58, 'end_index': 68, 'text': 'Aisle seat', 'annotations': [{'name': 'flight2_detail.seat_location'}]}]","One other preference, I'd like to get an Aisle seat.",,x,,,,,,,,,,[]
9091,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,11,ASSISTANT,Ok I have a flight for 1239$ leaving at 7:10 PM with 1 stop with those preferences.,"[{'start_index': 23, 'end_index': 28, 'text': '1239$', 'annotations': [{'name': 'flight2_detail.fare'}]}, {'start_index': 40, 'end_index': 47, 'text': '7:10 PM', 'annotations': [{'name': 'flight2_detail.from.time'}]}, {'start_index': 53, 'end_index': 59, 'text': '1 stop', 'annotations': [{'name': 'flight2_detail.stops'}]}]",Ok I have a flight for 1239$ leaving at 7:10 PM with 1 stop with those preferences.,,x,,,,,,,,,,[]
9092,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,12,USER,"That'll be fine. Does that include a return flight? If not, I'll need to book a return flight 5 days later flying back from London to San Francisco.","[{'start_index': 94, 'end_index': 106, 'text': '5 days later', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 124, 'end_index': 130, 'text': 'London', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 134, 'end_index': 147, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.destination1'}]}]",That'll be fine.,,x,,,,,,,,,,[]
9093,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,12,USER,"That'll be fine. Does that include a return flight? If not, I'll need to book a return flight 5 days later flying back from London to San Francisco.","[{'start_index': 94, 'end_index': 106, 'text': '5 days later', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 124, 'end_index': 130, 'text': 'London', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 134, 'end_index': 147, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.destination1'}]}]",Does that include a return flight?,,x,,,,,,,,inquiry,,['inquiry']
9094,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,12,USER,"That'll be fine. Does that include a return flight? If not, I'll need to book a return flight 5 days later flying back from London to San Francisco.","[{'start_index': 94, 'end_index': 106, 'text': '5 days later', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 124, 'end_index': 130, 'text': 'London', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 134, 'end_index': 147, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.destination1'}]}]","If not, I'll need to book a return flight 5 days later flying back from London to San Francisco.",,x,,,,,,,,,,[]
9095,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,13,ASSISTANT,Ok under the same preferences ?,,Ok under the same preferences ?,,x,,,,,,,,inquiry,,['inquiry']
9096,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,14,USER,Yes.,,Yes.,,confirmation,,,,,confirmation,,,,,['confirmation']
9097,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,15,ASSISTANT,"OK, This flight will leave at 5:10 PM for 1239$ with 1 stop.","[{'start_index': 30, 'end_index': 37, 'text': '5:10 PM', 'annotations': [{'name': 'flight3_detail.from.time'}]}, {'start_index': 42, 'end_index': 47, 'text': '1239$', 'annotations': [{'name': 'flight3_detail.fare'}]}, {'start_index': 53, 'end_index': 59, 'text': '1 stop', 'annotations': [{'name': 'flight3_detail.stops'}]}]","OK, This flight will leave at 5:10 PM for 1239$ with 1 stop.",,greeting,,,greeting,,,,,,,['greeting']
9098,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,16,USER,That sounds good. Thank you very much for your help.,,That sounds good.,,x,,,,,,,,,,[]
9099,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,16,USER,That sounds good. Thank you very much for your help.,,Thank you very much for your help.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
9100,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,17,ASSISTANT,"Thank you, Enjoy your flight.",,"Thank you, Enjoy your flight.",,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
9517,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,0,ASSISTANT,"Hello, How can I help you?",,"Hello, How can I help you?",,greeting,,,greeting,,,,,inquiry,,"['greeting', 'inquiry']"
9518,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,1,USER,Hi. I'm looking for a round-trip from Sacramento to Houston.,"[{'start_index': 22, 'end_index': 32, 'text': 'round-trip', 'annotations': [{'name': 'flight_search.type'}]}, {'start_index': 38, 'end_index': 48, 'text': 'Sacramento', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 52, 'end_index': 59, 'text': 'Houston', 'annotations': [{'name': 'flight_search.destination1'}]}]",Hi.,,greeting,,,greeting,,,,,,,['greeting']
9519,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,1,USER,Hi. I'm looking for a round-trip from Sacramento to Houston.,"[{'start_index': 22, 'end_index': 32, 'text': 'round-trip', 'annotations': [{'name': 'flight_search.type'}]}, {'start_index': 38, 'end_index': 48, 'text': 'Sacramento', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 52, 'end_index': 59, 'text': 'Houston', 'annotations': [{'name': 'flight_search.destination1'}]}]",I'm looking for a round-trip from Sacramento to Houston.,,x,,,,,,,,,,[]
9520,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,2,ASSISTANT,I can help you with that.,,I can help you with that.,,x,,,,,,,,,,[]
9521,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,3,USER,"Thanks. I'll be leaving today, and I'll be returning on the 15th.","[{'start_index': 24, 'end_index': 29, 'text': 'today', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 60, 'end_index': 64, 'text': '15th', 'annotations': [{'name': 'flight_search.date.return'}]}]",Thanks.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
9522,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,3,USER,"Thanks. I'll be leaving today, and I'll be returning on the 15th.","[{'start_index': 24, 'end_index': 29, 'text': 'today', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 60, 'end_index': 64, 'text': '15th', 'annotations': [{'name': 'flight_search.date.return'}]}]","I'll be leaving today, and I'll be returning on the 15th.",,x,,,,,,,,,,[]
9523,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,4,USER,And I need the latest departing and return flights that you can find for me.,,And I need the latest departing and return flights that you can find for me.,,x,,,,,,,,,,[]
9524,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,5,ASSISTANT,Ok let me see what I can find for you.,,Ok let me see what I can find for you.,,repair_initiator,repair_initiator,,,,,,,,,['repair_initiator']
9525,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,6,USER,Thank you.,,Thank you.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
9526,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,7,ASSISTANT,One moment.,,One moment.,,x,,,,,,,,,,[]
9527,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,8,ASSISTANT,What class of ticket would you like to purchase?,,What class of ticket would you like to purchase?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
9528,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,9,USER,"Economy class, coach.","[{'start_index': 0, 'end_index': 13, 'text': 'Economy class', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 15, 'end_index': 20, 'text': 'coach', 'annotations': [{'name': 'flight_search.seating_class'}]}]","Economy class, coach.",,x,,,,,,,,,,[]
9529,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,10,ASSISTANT,And do you prefer a nonstop flight or don't mind if the flight has stops?,"[{'start_index': 20, 'end_index': 27, 'text': 'nonstop', 'annotations': [{'name': 'flight_search.stops'}]}, {'start_index': 67, 'end_index': 72, 'text': 'stops', 'annotations': [{'name': 'flight_search.stops'}]}]",And do you prefer a nonstop flight or don't mind if the flight has stops?,,x,,,,,,,,inquiry,,['inquiry']
9530,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,11,USER,I'd like the shortest time that you can find for me.,,I'd like the shortest time that you can find for me.,,x,,,,,,,,,,[]
9531,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,12,ASSISTANT,Ok.,,Ok.,,x,,,,,,,,,,[]
9532,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,13,ASSISTANT,This will just be a second.,,This will just be a second.,,greeting,,,greeting,,,,,,,['greeting']
9533,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,14,ASSISTANT,I found a flight departing Sacramento this evening at 5:50 p.m. this flight as a stopover in Denver for 1 hour and 20 minutes total flight time is 5 hours and 38 minutes.,"[{'start_index': 27, 'end_index': 37, 'text': 'Sacramento', 'annotations': [{'name': 'flight1_detail.from'}]}, {'start_index': 38, 'end_index': 50, 'text': 'this evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 54, 'end_index': 63, 'text': '5:50 p.m.', 'annotations': [{'name': 'flight1_detail.from.time'}]}, {'start_index': 81, 'end_index': 89, 'text': 'stopover', 'annotations': [{'name': 'flight1_detail.stops'}]}, {'start_index': 93, 'end_index': 99, 'text': 'Denver', 'annotations': [{'name': 'flight1_detail.stops.location'}]}, {'start_index': 104, 'end_index': 125, 'text': '1 hour and 20 minutes', 'annotations': [{'name': 'flight1_detail.other_description'}]}, {'start_index': 147, 'end_index': 169, 'text': '5 hours and 38 minutes', 'annotations': [{'name': 'flight1_detail.other_description'}]}]",I found a flight departing Sacramento this evening at 5:50 p.m. this flight as a stopover in Denver for 1 hour and 20 minutes total flight time is 5 hours and 38 minutes.,,greeting,,,greeting,,,,,,,['greeting']
9534,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,15,USER,Sounds good. And what's the return flight?,,Sounds good.,,x,,,,,,,,,,[]
